X_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
7878,2016,D11,Crimes Against the Person,Assault,36,19
7879,2016,D12,Controlled Drugs and Substances Act,Other,7,7
7880,2016,D12,Crimes Against Property,Break & Enter-House,2,1
7881,2016,D11,Crimes Against the Person,Sexual Violation,18,11
7882,2016,D11,Crimes Against the Person,Assault,21,13
7883,2016,D12,Crimes Against Property,Auto Theft,9,1
7884,2016,D12,Crimes Against Property,Break & Enter-House,6,4
7885,2016,D11,Crimes Against the Person,Sexual Violation,3,2
7886,2016,D12,Crimes Against Property,Auto Theft,30,6
7887,2016,D11,Crimes Against the Person,Assault,1,1
7888,2016,D12,Crimes Against Property,Break & Enter-House,17,3
7889,2016,D11,Crimes Against the Person,Sexual Violation,2,2
7890,2016,D11,Crimes Against the Person,Assault,50,30
7891,2016,D12,Crimes Against Property,Auto Theft,4,1
7892,2016,D12,Crimes Against Property,Break & Enter-House,7,4
7893,2016,D11,Crimes Against the Person,Sexual Violation,2,2
7894,2016,D11,Crimes Against the Person,Attempt Murder,1,0
7895,2016,D12,Crimes Against Property,Auto Theft,18,0
7896,2016,D12,Crimes Against Property,Break & Enter-House,13,8
7897,2016,D11,Criminal Code Traffic,Other,5,5
7898,2016,D11,Crimes Against the Person,Attempt Murder,1,0
7899,2016,D12,Crimes Against Property,Auto Theft,15,0
7900,2016,D12,Crimes Against Property,Break & Enter-House,6,3
7901,2016,D11,Criminal Code Traffic,Other,4,4
7902,2016,D11,Crimes Against the Person,Attempt Murder,1,0
7903,2016,D12,Crimes Against Property,Auto Theft,18,4
7904,2016,D12,Crimes Against Property,Break & Enter-Other,3,1
7905,2016,D11,Criminal Code Traffic,Other,18,15
7906,2016,D11,Crimes Against the Person,Other,13,6
7907,2016,D12,Crimes Against Property,Auto Theft,1,1
7908,2016,D12,Crimes Against Property,Break & Enter-Other,8,2
7909,2016,D11,Criminal Code Traffic,Other,9,9
7910,2016,D11,Crimes Against the Person,Other,25,15
7911,2016,D12,Crimes Against Property,Auto Theft,12,0
7912,2016,D12,Crimes Against Property,Break & Enter-Other,3,0
7913,2016,D11,Criminal Code Traffic,Other,13,12
7914,2016,D11,Crimes Against the Person,Other,35,23
7915,2016,D12,Crimes Against Property,Auto Theft,33,4
7916,2016,D12,Crimes Against Property,Break & Enter-Other,3,1
7917,2016,D11,Criminal Code Traffic,Other,4,4
7918,2016,D11,Crimes Against the Person,Other,18,14
7919,2016,D12,Crimes Against Property,Auto Theft,10,3
7920,2016,D12,Crimes Against Property,Break & Enter-Other,2,1
7921,2016,D11,Criminal Code Traffic,Other,4,4
7922,2016,D11,Crimes Against the Person,Other,40,19
7923,2016,D12,Crimes Against Property,Auto Theft,1,0
7924,2016,D12,Crimes Against Property,Break & Enter-Other,1,1
7925,2016,D11,Criminal Code Traffic,Other,1,1
7926,2016,D11,Crimes Against the Person,Other,7,5
7927,2016,D12,Crimes Against Property,Auto Theft,42,4
7928,2016,D12,Crimes Against Property,Break & Enter-Other,2,0
7929,2016,D11,Criminal Code Traffic,Other,14,14
7930,2016,D11,Crimes Against the Person,Other,6,4
7931,2016,D12,Crimes Against Property,Auto Theft,11,0
7932,2016,D12,Crimes Against Property,Break & Enter-Other,2,2
7933,2016,D11,Criminal Code Traffic,Other,9,8
7934,2016,D11,Criminal Code Traffic,Other,14,14
7935,2016,D11,Criminal Code Traffic,Other,4,4
7936,2016,D11,Other Criminal Code Violations,Other,58,50
7937,2016,D11,Other Criminal Code Violations,Other,74,68
7938,2016,D11,Other Criminal Code Violations,Other,68,62
7939,2016,D11,Other Criminal Code Violations,Other,71,69
7940,2016,D11,Other Criminal Code Violations,Other,65,62
7941,2016,D11,Other Criminal Code Violations,Other,9,7
7942,2016,D11,Other Criminal Code Violations,Other,14,11
7943,2016,D11,Other Criminal Code Violations,Other,1,1
7944,2016,D11,Other Criminal Code Violations,Other,5,5
7945,2016,D11,Other Criminal Code Violations,Other,116,107
7946,2016,D11,Other Criminal Code Violations,Other,23,20
7947,2016,D11,Crimes Against the Person,Other,4,3
7948,2016,D12,Crimes Against Property,Break & Enter-Other,1,1
7949,2016,D12,Crimes Against Property,Break & Enter-Apartment,3,1
7950,2016,D11,Crimes Against the Person,Other,18,12
7951,2016,D12,Crimes Against Property,Fraud,20,4
7952,2016,D12,Crimes Against Property,Break & Enter-Apartment,6,1
7953,2016,D11,Crimes Against the Person,Other,7,5
7954,2016,D12,Crimes Against Property,Fraud,64,17
7955,2016,D11,Crimes Against the Person,Other,14,11
7956,2016,D12,Crimes Against Property,Fraud,11,6
7957,2016,D11,Crimes Against the Person,Other,19,13
7958,2016,D12,Crimes Against Property,Fraud,16,4
7959,2016,D11,Crimes Against the Person,Robbery-Financial,1,1
7960,2016,D12,Crimes Against Property,Fraud,27,5
7961,2016,D12,Crimes Against Property,Fraud,20,4
7962,2016,D12,Crimes Against Property,Fraud,1,0
7963,2016,D12,Crimes Against Property,Fraud,18,10
7964,2016,D12,Crimes Against Property,Fraud,45,9
7965,2016,D12,Crimes Against Property,Fraud,12,2
7966,2016,D12,Crimes Against Property,Fraud,70,15
7967,2016,D12,Crimes Against Property,Fraud,12,2
7968,2016,D12,Crimes Against Property,Other,22,6
7969,2016,D11,Crimes Against Property,Auto Theft,5,0
7970,2016,D11,Crimes Against Property,Auto Theft,9,1
7971,2016,D11,Crimes Against Property,Auto Theft,14,1
7972,2016,D11,Crimes Against Property,Auto Theft,16,3
7973,2016,D11,Crimes Against Property,Auto Theft,10,2
7974,2016,D11,Crimes Against Property,Auto Theft,1,0
7975,2016,D11,Crimes Against Property,Auto Theft,3,0
7976,2016,D11,Crimes Against Property,Auto Theft,1,0
7977,2016,D11,Crimes Against Property,Auto Theft,13,3
7978,2016,D11,Crimes Against Property,Auto Theft,9,1
7979,2016,D11,Crimes Against Property,Auto Theft,2,0
7980,2016,D11,Crimes Against Property,Auto Theft,7,0
7981,2016,D11,Crimes Against Property,Break & Enter-Apartment,6,4
7982,2016,D11,Crimes Against Property,Break & Enter-Apartment,15,3
7983,2016,D11,Crimes Against Property,Break & Enter-Apartment,8,3
7984,2016,D11,Crimes Against Property,Break & Enter-Apartment,8,6
7985,2016,D11,Crimes Against Property,Break & Enter-Apartment,9,4
7986,2016,D11,Crimes Against Property,Break & Enter-Apartment,1,0
7987,2016,D11,Crimes Against Property,Break & Enter-Apartment,3,1
7988,2016,D11,Crimes Against Property,Break & Enter-Apartment,1,0
7989,2016,D11,Crimes Against Property,Break & Enter-Apartment,5,3
7990,2016,D11,Crimes Against Property,Break & Enter-Apartment,1,0
7991,2016,D11,Crimes Against Property,Break & Enter-Apartment,3,1
7992,2016,D11,Crimes Against Property,Break & Enter-Commercial,7,1
7993,2016,D11,Crimes Against Property,Break & Enter-Commercial,4,0
7994,2016,D11,Crimes Against Property,Break & Enter-Commercial,2,0
7995,2016,D11,Crimes Against Property,Break & Enter-Commercial,8,1
7996,2016,D11,Crimes Against Property,Break & Enter-Commercial,6,2
7997,2016,D11,Crimes Against Property,Break & Enter-Commercial,2,1
7998,2016,D11,Crimes Against Property,Break & Enter-Commercial,5,0
7999,2016,D11,Crimes Against Property,Break & Enter-Commercial,17,2
8000,2016,D11,Crimes Against Property,Break & Enter-Commercial,9,1
8001,2016,D12,Other Criminal Code Violations,Other,39,35
8002,2016,D12,Crimes Against Property,Other,64,30
8003,2016,D13,Crimes Against Property,Break & Enter-Other,1,0
8004,2016,D12,Other Criminal Code Violations,Other,66,62
8005,2016,D12,Crimes Against Property,Other,2,2
8006,2016,D13,Crimes Against Property,Break & Enter-Other,1,1
8007,2016,D12,Other Criminal Code Violations,Other,1,1
8008,2016,D12,Crimes Against Property,Other,17,6
8009,2016,D13,Crimes Against Property,Break & Enter-Other,1,0
8010,2016,D12,Other Criminal Code Violations,Other,1,1
8011,2016,D12,Crimes Against Property,Other,42,13
8012,2016,D13,Crimes Against Property,Break & Enter-Other,3,0
8013,2016,D12,Other Criminal Code Violations,Other,12,12
8014,2016,D12,Crimes Against Property,Other,25,8
8015,2016,D13,Crimes Against Property,Break & Enter-Other,1,1
8016,2016,D12,Other Criminal Code Violations,Other,12,9
8017,2016,D12,Crimes Against Property,Other,61,24
8018,2016,D13,Crimes Against Property,Fraud,30,10
8019,2016,D12,Other Criminal Code Violations,Other,26,23
8020,2016,D12,Crimes Against Property,Other,1,0
8021,2016,D13,Crimes Against Property,Fraud,16,3
8022,2016,D12,Other Criminal Code Violations,Other,26,22
8023,2016,D12,Crimes Against Property,Other,16,5
8024,2016,D13,Crimes Against the Person,Robbery-Other,2,0
8025,2016,D13,Crimes Against Property,Fraud,17,6
8026,2016,D13,Crimes Against Property,Fraud,40,11
8027,2016,D13,Crimes Against Property,Fraud,11,4
8028,2016,D13,Crimes Against Property,Auto Theft,11,1
8029,2016,D13,Crimes Against Property,Fraud,17,8
8030,2016,D13,Crimes Against Property,Fraud,19,4
8031,2016,D13,Crimes Against Property,Fraud,1,0
8032,2016,D13,Crimes Against Property,Fraud,43,14
8033,2016,D13,Crimes Against Property,Fraud,12,4
8034,2016,D13,Crimes Against Property,Fraud,1,0
8035,2016,D13,Crimes Against Property,Fraud,49,18
8036,2016,D13,Crimes Against Property,Fraud,50,19
8037,2016,D13,Crimes Against Property,Fraud,27,10
8038,2016,D13,Crimes Against Property,Other,1,0
8039,2016,D13,Crimes Against Property,Other,56,26
8040,2016,D13,Crimes Against Property,Other,33,14
8041,2016,D13,Crimes Against Property,Other,18,5
8042,2016,D13,Crimes Against Property,Other,76,25
8043,2016,D13,Crimes Against Property,Other,16,5
8044,2016,D13,Crimes Against Property,Other,19,4
8045,2016,D13,Crimes Against Property,Other,14,7
8046,2016,D13,Crimes Against Property,Other,1,1
8047,2016,D13,Crimes Against Property,Other,51,21
8048,2016,D13,Crimes Against Property,Other,21,5
8049,2016,D13,Crimes Against Property,Other,1,1
8050,2016,D13,Crimes Against Property,Other,2,2
8051,2016,D13,Crimes Against Property,Other,86,41
8052,2016,D13,Crimes Against Property,Other,60,26
8053,2016,D13,Crimes Against Property,Other,47,20
8054,2016,D13,Crimes Against Property,Theft Over $5000,4,4
8055,2016,D13,Crimes Against Property,Theft Over $5000,1,0
8056,2016,D13,Crimes Against Property,Theft Over $5000,4,2
8057,2016,D13,Crimes Against Property,Theft Over $5000,2,0
8058,2016,D13,Crimes Against Property,Theft Over $5000,2,2
8059,2016,D13,Crimes Against Property,Theft Over $5000,2,0
8060,2016,D13,Crimes Against Property,Theft Over $5000,5,1
8061,2016,D13,Crimes Against Property,Theft Over $5000,5,0
8062,2016,D13,Crimes Against Property,Theft Over $5000,2,0
8063,2016,D13,Crimes Against Property,Theft Over $5000,6,0
8064,2016,D13,Crimes Against Property,Theft Over $5000,4,2
8065,2016,D13,Crimes Against Property,Theft Under $5000,116,38
8066,2016,D13,Crimes Against Property,Theft Under $5000,55,11
8067,2016,D13,Crimes Against Property,Theft Under $5000,219,105
8068,2016,D13,Crimes Against Property,Theft Under $5000,81,15
8069,2016,D13,Crimes Against Property,Theft Under $5000,1,0
8070,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
8071,2016,D12,Crimes Against the Person,Attempt Murder,4,0
8072,2016,D13,Crimes Against Property,Auto Theft,3,0
8073,2016,D12,Other Criminal Code Violations,Other,46,45
8074,2016,D13,Crimes Against the Person,Robbery-Other,1,1
8075,2016,D13,Crimes Against Property,Auto Theft,8,3
8076,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
8077,2016,D13,Crimes Against Property,Auto Theft,14,3
8078,2016,D12,Other Criminal Code Violations,Other,32,29
8079,2016,D13,Crimes Against the Person,Robbery-Other,28,5
8080,2016,D13,Crimes Against Property,Auto Theft,5,1
8081,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4
8082,2016,D12,Crimes Against the Person,Attempt Murder,3,1
8083,2016,D13,Crimes Against Property,Theft Under $5000,21,1
8084,2016,D12,Crimes Against the Person,Attempt Murder,3,3
8085,2016,D12,Crimes Against Property,Other,80,28
8086,2016,D13,Crimes Against Property,Auto Theft,7,0
8087,2016,D12,Other Criminal Code Violations,Other,80,76
8088,2016,D13,Crimes Against the Person,Robbery-Other,5,1
8089,2016,D12,Crimes Against the Person,Other,28,21
8090,2016,D12,Crimes Against Property,Other,30,13
8091,2016,D13,Crimes Against Property,Auto Theft,17,3
8092,2016,D12,Other Criminal Code Violations,Other,46,43
8093,2016,D13,Crimes Against the Person,Robbery-Other,8,1
8094,2016,D12,Crimes Against the Person,Other,15,7
8095,2016,D12,Crimes Against Property,Other,132,48
8096,2016,D13,Crimes Against Property,Auto Theft,2,2
8097,2016,D12,Other Criminal Code Violations,Other,105,99
8098,2016,D13,Crimes Against the Person,Sexual Violation,5,5
8099,2016,D12,Crimes Against the Person,Other,5,2
8100,2016,D12,Crimes Against Property,Other,20,6
8101,2016,D13,Crimes Against Property,Auto Theft,2,1
8102,2016,D12,Other Criminal Code Violations,Other,6,6
8103,2016,D13,Crimes Against Property,Theft Under $5000,22,3
8104,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,23,23
8105,2016,D13,Crimes Against the Person,Sexual Violation,7,4
8106,2016,D12,Crimes Against the Person,Other,12,7
8107,2016,D12,Crimes Against Property,Theft Over $5000,4,0
8108,2016,D13,Crimes Against Property,Auto Theft,29,3
8109,2016,D12,Other Criminal Code Violations,Other,4,4
8110,2016,D13,Crimes Against Property,Theft Under $5000,40,7
8111,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,11
8112,2016,D13,Crimes Against the Person,Sexual Violation,4,3
8113,2016,D12,Crimes Against the Person,Other,2,2
8114,2016,D12,Crimes Against Property,Theft Over $5000,3,0
8115,2016,D13,Crimes Against Property,Auto Theft,19,2
8116,2016,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5
8117,2016,D13,Crimes Against Property,Theft Under $5000,116,21
8118,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
8119,2016,D13,Crimes Against the Person,Sexual Violation,9,7
8120,2016,D13,Crimes Against the Person,Sexual Violation,1,1
8121,2016,D13,Crimes Against the Person,Sexual Violation,5,3
8122,2016,D13,Crimes Against the Person,Sexual Violation,6,4
8123,2016,D13,Crimes Against the Person,Sexual Violation,6,6
8124,2016,D13,Crimes Against the Person,Sexual Violation,2,2
8125,2016,D13,Crimes Against the Person,Sexual Violation,13,4
8126,2016,D13,Crimes Against the Person,Sexual Violation,10,6
8127,2016,D13,Crimes Against the Person,Sexual Violation,5,3
8128,2016,D13,Criminal Code Traffic,Other,11,11
8129,2016,D13,Criminal Code Traffic,Other,5,4
8130,2016,D13,Criminal Code Traffic,Other,3,3
8131,2016,D13,Criminal Code Traffic,Other,15,15
8132,2016,D13,Criminal Code Traffic,Other,1,1
8133,2016,D13,Criminal Code Traffic,Other,7,7
8134,2016,D13,Criminal Code Traffic,Other,3,3
8135,2016,D13,Criminal Code Traffic,Other,8,8
8136,2016,D13,Criminal Code Traffic,Other,24,22
8137,2016,D13,Criminal Code Traffic,Other,8,8
8138,2016,D13,Criminal Code Traffic,Other,10,10
8139,2016,D13,Other Criminal Code Violations,Other,59,53
8140,2016,D13,Other Criminal Code Violations,Other,30,29
8141,2016,D13,Other Criminal Code Violations,Other,44,38
8142,2016,D13,Other Criminal Code Violations,Other,57,49
8143,2016,D13,Other Criminal Code Violations,Other,6,6
8144,2016,D13,Other Criminal Code Violations,Other,7,7
8145,2016,D13,Other Criminal Code Violations,Other,14,14
8146,2016,D13,Other Criminal Code Violations,Other,2,2
8147,2016,D13,Other Criminal Code Violations,Other,37,32
8148,2016,D13,Other Criminal Code Violations,Other,1,1
8149,2016,D13,Other Criminal Code Violations,Other,8,7
8150,2016,D13,Other Criminal Code Violations,Other,115,106
8151,2016,D13,Other Criminal Code Violations,Other,1,1
8152,2016,D13,Other Criminal Code Violations,Other,38,35
8153,2016,D13,Other Criminal Code Violations,Other,3,3
8154,2016,D13,Other Criminal Code Violations,Other,10,10
8155,2016,D13,Other Criminal Code Violations,Other,21,14
8156,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6
8157,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8
8158,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
8159,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,11
8160,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
8161,2016,D12,Crimes Against the Person,Other,24,13
8162,2016,D13,Crimes Against Property,Auto Theft,14,2
8163,2016,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,14
8164,2016,D13,Crimes Against Property,Break & Enter-Apartment,17,2
8165,2016,D12,Crimes Against Property,Theft Over $5000,1,0
8166,2016,D13,Other Federal Statute Violations,Other,2,2
8167,2016,D12,Crimes Against the Person,Other,6,1
8168,2016,D13,Crimes Against Property,Theft Under $5000,33,7
8169,2016,D13,Crimes Against Property,Break & Enter-Apartment,4,0
8170,2016,D13,Crimes Against Property,Theft Under $5000,4,0
8171,2016,D12,Crimes Against the Person,Other,16,6
8172,2016,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0
8173,2016,D12,Crimes Against Property,Theft Over $5000,1,1
8174,2016,D13,Crimes Against Property,Theft Under $5000,143,42
8175,2016,D12,Crimes Against the Person,Other,4,1
8176,2016,D13,Crimes Against Property,Break & Enter-Apartment,5,3
8177,2016,D13,Other Federal Statute Violations,Other,1,1
8178,2016,D12,Crimes Against the Person,Other,48,27
8179,2016,D12,Crimes Against Property,Theft Over $5000,4,0
8180,2016,D13,Crimes Against Property,Break & Enter-Apartment,8,1
8181,2016,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
8182,2016,D13,Other Federal Statute Violations,Other,4,4
8183,2016,D13,Crimes Against Property,Theft Under $5000,155,43
